Month,Borough,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN
01/01/2023,Queens,Escalator,ES436,5,1,4,0,409,0.997311827956989,123.66666666666664,123.99999999999999,0.99260752688172,123.08333333333331,123.99999999999999,0.988485663082437,735.4333333333334,744,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
01/01/2023,Manhattan,Escalator,ES370,6,4,2,0,67,0.981182795698925,121.66666666666663,123.99999999999997,0.994220430107527,123.2833333333333,123.99999999999997,0.981227598566308,730.0333333333333,744,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
01/01/2023,Manhattan,Elevator,EL104,17,5,12,2,26,0.836827956989247,103.76666666666662,123.99999999999997,0.902284946236559,111.8833333333333,123.99999999999997,0.892047491039426,663.6833333333333,744,191ST-BWY7-1,300,191 St - Station,300
01/01/2023,Brooklyn,Elevator,EL756,6,1,5,0,25,1,123.99999999999997,123.99999999999997,1,123.99999999999997,123.99999999999997,0.980936379928315,729.8166666666666,744,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,341,Eastern Pkwy-Brooklyn Museum - Station,341
01/01/2023,Queens,Escalator,ES457,2,1,1,0,23,1,123.99999999999997,123.99999999999997,1,123.99999999999997,123.99999999999997,0.98711917562724,734.4166666666666,744,FLUSHING-MAINST-FLS-7,447,Flushing-Main St - Station,447
01/01/2023,Manhattan,Elevator,EL717X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2023,Manhattan,Elevator,EL282,3,2,1,1,20,0.967741935483871,119.99999999999997,123.99999999999999,1,123.99999999999999,123.99999999999999,0.986491935483871,733.95,744,57ST-7AV-BWY-N/R/Q,9,57 St-7 Av - Station,9
01/01/2023,Brooklyn,Escalator,ES347,12,2,10,0,316,0.96491935483871,119.64999999999995,123.99999999999997,0.934005376344086,115.81666666666662,123.99999999999997,0.965232974910394,718.1333333333333,744,BROADWAYJUNCTION-8AV-A/C,184,"Broadway Junction (A,C,J,L,Z)",621
01/01/2023,Brooklyn,Elevator,EL392,1,1,0,0,219,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.993145161290323,738.9000000000001,744,MARCYAV-JAM-J/M/Z,101,Marcy Av - Station,101
01/01/2023,Manhattan,Elevator,EL721,4,1,3,0,110,0.994354838709677,123.29999999999998,123.99999999999999,0.963037634408602,119.41666666666666,123.99999999999999,0.985999103942652,733.5833333333333,744,FULTONST-8AV-A/C,172,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2023,Manhattan,Elevator,EL16X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
01/01/2023,Brooklyn,Escalator,ES308,9,1,8,0,273,0.984722222222222,59.08333333333333,60,0.911944444444444,54.71666666666666,60,0.947307603420384,341.58333333333337,360.5833333333333,DEKALBAV-4AV-B/Q/R,26,DeKalb Av - Station,26
01/01/2023,Manhattan,Escalator,ES371,6,4,2,0,67,0.988575268817204,122.58333333333331,123.99999999999999,0.932661290322581,115.64999999999999,123.99999999999999,0.972334229390681,723.4166666666666,744,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
01/01/2023,Brooklyn,Elevator,EL309,0,0,0,0,260,,0,0,,0,0,,0,0,COURTST-BWY-R,24,"Court St (R)/Borough Hall (2,3,4,5)",620
01/01/2023,Manhattan,Escalator,ES251X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.994982078853047,740.2666666666667,744,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
01/01/2023,Manhattan,Escalator,ES334,17,4,13,0,107,0.954166666666667,118.31666666666665,123.99999999999999,0.971774193548387,120.5,123.99999999999999,0.952329749103943,708.5333333333333,744,BOWERY-JAM-J/Z,103,Bowery - Station,103
01/01/2023,Manhattan,Elevator,EL712,2,1,1,0,52,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.991778673835125,737.8833333333333,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
01/01/2023,Manhattan,Escalator,ES638X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
01/01/2023,Bronx,Elevator,EL507,3,2,1,0,12,0.977822580645161,121.25,123.99999999999999,1,123.99999999999999,123.99999999999999,0.985887096774194,733.5,744,170ST-JER-4,387,170 St - Station,387
